Station Name,Latitude,Longitude,Elevation,IATA,WMO ID,Climate ID,Starting Date (hourly data),Ending Date (hourly data),Starting Date (daily data),Ending Date (daily data),Associated Location
CLINTON CREEK,64.47,-140.73,576 m,,,2100366,,,1966-09-01,1978-10-01,
CLINTON POINT,69.58,-120.8,101 m,WXK,71053,2300750,1958-01-01,1993-06-30,1957-06-01,1993-06-01,
CLINTON RCS,51.14,-121.5,1059 m,NCN,71474,1161663,2015-03-23,+,2015-03-01,+,Clinton
CLONTARF,45.38,-77.15,245 m,,,6101658,,,1882-06-01,1957-12-01,
CLOVA,48.12,-75.37,423 m,,,7071720,,,1943-06-01,1958-11-01,
CLOVERDALE,49.1,-122.73,3 m,,,1101680,,,1953-06-01,1962-10-01,
CLOVERDALE CENTRE,49.1,-122.73,3 m,,,1101707,,,1962-06-01,1966-01-01,
CLOVERDALE EAST,49.11,-122.7,50 m,,,1101708,,,1964-01-01,2021-03-01,
CLOVERVALLEY FRYS CORNER,49.13,-122.73,9 m,,,1101709,,,1974-04-01,1974-08-01,
CLOWHOM FALLS,49.72,-123.53,23 m,,,1041710,,,1932-02-01,1990-11-01,
CLOYNE ONT HYDRO,44.82,-77.18,284 m,,,6161662,,,1967-11-01,1981-06-01,
CLUB TOURILLI,47.03,-71.7,265 m,,,7011760,,,1949-09-01,1951-07-01,
CLUB TOURILLI,47.08,-71.9,250 m,,,7011800,,,1949-09-01,1953-05-01,
CLUFF LAKE,58.37,-109.52,330 m,,,4061590,,,1980-12-01,1999-04-01,
CLUFF LAKE AUTO,58.39,-109.52,339 m,XXX,,4061592,1996-03-08,2005-07-11,1999-01-01,2009-08-01,
CLUNYS,47.2,-52.95,122 m,,,8401150,,,1955-10-01,1960-05-01,
CLUT LAKE (AUT),65.6,-117.77,185 m,WCX,,2200777,1994-02-01,2005-05-04,1994-10-01,2010-03-01,
CLYDE A (Clyde River Airport),70.49,-68.52,27 m,YCY,71090,2400800,1953-01-01,2013-01-10,1933-09-01,2008-07-01,Clyde River
CLYDE AWOS (Clyde River Airport),70.49,-68.52,27 m,YCY,71090,2400801,2008-07-02,2013-01-10,2008-07-01,2013-01-01,Clyde River
CLYDE RIVER A (Clyde River Airport),70.49,-68.52,27 m,YCY,71090,2400804,2013-01-10,+,2013-01-01,+,Clyde River
CLYDE RIVER A (Clyde River Airport),70.49,-68.52,27 m,YCY,,2400803,2013-01-10,+,,,Clyde River
CLYDE RIVER CLIMATE,70.48,-68.52,27 m,ZCY,71358,2400802,2004-12-20,+,2004-12-01,2021-03-01,
CLYDESDALE,45.63,-62.03,57 m,,,8200940,,,1990-09-01,1995-03-01,
COAL HARBOUR RUPERT IN,50.6,-127.5,57 m,,,1021737,,,1968-09-01,1996-06-01,
COAL RIVER,59.67,-127.15,517 m,,,1191740,,,1992-04-01,1997-05-01,
COAL VALLEY,53.08,-116.82,1406 m,,,3061675,,,1980-01-01,1986-03-01,
COALCAMP CREEK,51.73,-114.93,1380 m,,,3021667,,,2003-04-01,2007-11-01,
COALDALE,49.73,-112.63,862 m,,,3031668,,,1957-01-01,1966-10-01,
COALDALE EXP ST,49.72,-112.63,862 m,,,3031670,,,1955-01-01,1958-12-01,
COALSPUR,53.18,-117,1174 m,,,3061674,,,1913-04-01,1938-10-01,
COATICOOK,45.15,-71.8,259 m,,,7021840,,,1949-09-01,2020-12-01,
COBBLE HILL,48.68,-123.6,99 m,,,1011743,,,1990-11-01,1994-02-01,
COBBLE HILL DELOUME ROAD,48.65,-123.57,61 m,,,1011745,,,1970-04-01,1981-10-01,
COBDEN ONTARIO HYDRO,45.63,-76.87,140 m,,,6101675,,,1983-05-01,1986-11-01,
COBOCONK,44.6,-78.77,290 m,,,6161682,,,1970-06-01,1978-04-01,
COBOURG,43.97,-78.17,79 m,,,6151685,,,1948-11-01,1958-11-01,
COBOURG (AUT) (Cobourg),43.95,-78.17,78 m,WNC,71431,6151684,1993-10-31,+,1992-12-01,+,Cobourg
COBOURG 2,43.95,-78.15,84 m,,,6151690,,,1958-03-01,1962-06-01,
COBOURG STP,43.97,-78.18,79 m,,,6151689,,,1970-07-01,2021-03-01,Cobourg
COBURG ISLAND,75.92,-79,3 m,,,2400815,1972-09-01,1974-09-17,1972-09-01,1974-09-01,
COCHRANE,49.07,-81.03,275 m,,,6071712,,,1910-06-01,1993-04-01,
COCHRANE,51.2,-114.43,1332 m,,,3031676,,,1961-08-01,2004-03-01,
COCHRANE BIGHILL CREEK,51.24,-114.42,1329 m,,,3031678,,,2003-12-01,2009-01-01,
COCHRANE CATHCART,51.2,-114.37,1311 m,,,3031FPF,,,1990-05-01,1995-02-01,
COCHRANE VE6CQC,51.24,-114.45,1303 m,,,303AFGF,,,1990-06-01,2003-11-01,
COCKBURN ISLAND,45.95,-83.3,186 m,,,6091718,,,1897-10-01,1910-03-01,
CODERRE,50.13,-106.37,685 m,,,4021600,,,1946-07-01,2008-01-01,
CODESA LO,55.67,-118.08,793 m,,,3071677,,,1960-05-01,1992-06-01,
CODETTE ELKHORN,53.25,-104.17,398 m,,,4071612,,,1960-02-01,1994-06-01,
CODRINGTON,44.17,-77.8,145 m,,,6151725,,,1965-06-01,1973-04-01,
COE HILL,44.88,-77.83,321 m,,,6161739,,,1948-04-01,1957-09-01,
COE HILL,44.92,-77.88,360 m,,,6161740,,,2005-08-01,2018-04-01,
COLBORNE,44,-77.88,105 m,,,6151745,,,1991-10-01,1991-12-01,
COLD CREEK,43.92,-79.7,251 m,,,6151750,,,1961-12-01,1991-09-01,
COLD CREEK RS,53.62,-115.58,793 m,,,3061679,,,1962-06-01,1990-04-01,
COLD FISH LAKE,57.67,-128.83,1203 m,,,1201770,,,1957-07-01,1962-09-01,
COLD LAKE A (CFB Cold Lake),54.42,-110.28,541 m,YOD,71120,3081680,1954-08-01,+,1952-12-01,+,Cold Lake
COLD LAKE SNOW,54.41,-110.26,546 m,,,3081682,,,2004-10-01,2010-04-01,
COLDBROOK,45.32,-66.03,4 m,,,8101150,,,1956-01-01,1962-04-01,
COLDSTREAM,43.02,-81.5,,,,6141763,,,1888-07-01,1899-08-01,
COLDWATER,44.7,-79.67,183 m,,,6111766,,,1883-04-01,1954-12-01,
COLDWATER WARMINSTER,44.63,-79.54,285 m,,,6111769,,,1971-08-01,2021-03-01,
COLE BAY,48.65,-123.4,37 m,,,1011775,,,1923-10-01,1942-03-01,Victoria
COLEMAN,49.63,-114.58,1341 m,,,3051720,,,1912-10-01,1997-09-01,
COLEMAN RS,49.65,-114.5,1341 m,,,3051725,,,1958-07-01,1971-03-01,
COLES ISLAND,45.92,-65.82,15 m,,,810JAE0,,,1987-11-01,2006-01-01,
COLESON COVE,45.15,-66.2,31 m,,,8101151,,,1972-11-01,2001-05-01,
COLINET,47.22,-53.55,27 m,,,8401200,,,1938-08-01,1992-06-01,
COLINET PEAT BOG CDA,47.22,-53.5,104 m,,,8401250,,,1957-09-01,1979-09-01,
COLINET PEAT BOG CDA,47.23,-53.52,55 m,,,8401251,,,1980-06-01,1996-09-01,
COLINTON,54.63,-113.22,602 m,,,3061728,,,1992-07-01,2005-07-01,
COLLEGE GRANT,45.65,-63.1,97 m,,,8200989,,,1989-04-01,1992-10-01,
COLLEGEVILLE,45.48,-62.02,76 m,,,8201000,,,1916-06-01,2016-09-01,
COLLEGEVILLE AUTO,45.49,-62.01,69 m,AGL,71698,8201001,2015-01-30,+,2015-02-01,2021-03-01,
COLLEYMOUNT,54.02,-126.13,732 m,,,1081788,,,1981-06-01,1996-08-01,
COLLINA,45.79,-65.65,250 m,,,8101152,,,1998-10-01,1999-06-01,
COLLINGWOOD,44.48,-80.22,183 m,,,6111793,,,1869-11-01,1974-08-01,
COLLINGWOOD (Collingwood),44.5,-80.22,180 m,WCO,71270,6111792,1994-02-01,+,1994-12-01,+,Collingwood
,,,,,,,,,,,Midland
COLLINGWOOD A,44.45,-80.17,221 m,,,6111794,,,1970-08-01,1971-04-01,
COLLINGWOOD SMART BROS,44.5,-80.25,198 m,,,6111797,,,1965-12-01,1967-03-01,
COLLINGWOOD WPCP,44.5,-80.22,180 m,,,6111800,,,1973-05-01,1997-01-01,Collingwood
,,,,,,,,,,,Midland
COLLINS BAY,58.18,-103.7,492 m,WKC,,4061630,1972-09-01,1990-05-31,1972-09-01,1990-05-01,Collins Bay
COLLINS BAY,58.19,-103.71,490 m,,,4061629,1994-02-01,2015-01-15,1992-12-01,2018-04-01,Collins Bay
COLLINS BAY CAMECO,58.18,-103.7,490 m,,,4061632,,,1992-09-01,+,Collins Bay
COLLINS BAY SK (Collins Bay),58.23,-103.68,413 m,WWC,71075,4061620,2015-01-15,+,2016-01-01,+,Collins Bay
COLLINS LAKE,54.12,-127.17,837 m,,,1071785,,,1958-06-01,1958-10-01,
COLOMAC MINE,64.42,-115.1,327 m,,,2200822,,,1989-07-01,1991-02-01,
COLONSAY,51.93,-105.77,543 m,,,4051636,,,1971-12-01,1994-08-01,
COLUMBIA GARDENS,49.05,-117.6,433 m,,,1141800,,,1937-08-01,1970-05-01,
COLUMBIA GARDENS NORTH,49.07,-117.6,488 m,,,1141803,,,1970-06-01,1976-05-01,
COLUMBIA ICEFIELD,52.23,-117.17,1981 m,,,3051740,,,1961-07-01,1994-07-01,
COLVILLE LAKE,67.02,-126.12,271 m,WFX,71055,2200824,1994-02-01,+,1995-04-01,+,Colville Lake
COLVILLE LAKE A (Colville Lake Airport),67.02,-126.13,274 m,YVL,,2200827,2014-11-06,+,2018-10-01,+,Colville Lake
COLWOOD HATLEY DR,48.42,-123.48,76 m,,,1011810,,,1981-01-01,2001-01-01,
COMBERMERE,45.37,-77.62,287 m,,,6101820,,,1956-01-01,2009-12-01,
COME BY CHANCE,47.8,-54,34 m,,,8401257,,,1968-06-01,1995-06-01,
COMFORT COVE,49.27,-54.88,99 m,,,8401259,1967-01-19,1996-03-01,1967-01-01,1996-07-01,
COMFORT COVE DECCA,49.35,-54.87,7 m,,,8401260,,,1962-10-01,1965-05-01,
COMMISSAIRE,47.99,-72.3,419 m,MCM,,7071912,2006-03-01,2008-07-14,,,
COMOX A (Comox Airport),49.72,-124.9,26 m,YQQ,71893,1021830,1953-01-01,+,1944-07-01,+,Comox
,,,,,,,,,,,Courtenay
COMOX PCC,49.69,-125.03,12 m,,,1021838,,,1984-05-01,2005-09-01,
COMPEER,51.97,-110.03,701 m,,,3011760,,,1949-05-01,1971-07-01,
COMPRESSION RIDGE,50.9,-114.92,1798 m,,,3051766,,,1998-04-01,2007-10-01,
COMPTON STATION,45.2,-71.85,297 m,,,7021916,,,1965-04-01,1966-10-01,
COMPTON STATION CDA FE,45.22,-71.87,312 m,,,7021917,,,1960-04-01,1975-11-01,
CONDIE,50.55,-104.77,572 m,,,4011640,,,1954-09-01,1963-09-01,
CONESTOGO,43.55,-80.52,,,,6141843,,,1880-04-01,1899-10-01,
CONFEDERATION BRIDGE,46.23,-63.73,54 m,XBP,,8300412,1999-06-23,2006-10-31,,,
CONGRESS,49.77,-106.12,720 m,,,4021650,,,1971-09-01,1974-11-01,
CONISTON,46.47,-80.82,237 m,,,6061847,,,1921-04-01,1976-01-01,
CONISTON STP,46.48,-80.85,268 m,,,6061850,,,1962-02-01,2002-10-01,
CONKLIN,55.68,-111.1,541 m,,,3061795,,,1972-11-01,1975-03-01,
CONKLIN LO,55.62,-111.18,671 m,,,3061800,,,1954-05-01,2011-09-01,
CONLIN LAKE WABOWDEN,54.83,-98.67,221 m,,,5060613,,,1977-10-01,1978-04-01,
CONNAUGHT,48.62,-80.9,281 m,,,6071860,,,2010-08-01,2012-09-01,
CONNAUGHT,48.62,-80.92,281 m,,,6071855,,,1962-01-01,1981-11-01,
CONNE RIVER (AUT),48.17,-55.48,183 m,WFY,,8401267,1994-02-01,1999-01-22,,,
CONNELL CREEK EXP ST,53.15,-103.32,,,,4071680,,,1951-05-01,1959-06-01,
CONNELLY CREEK,49.62,-114.22,1249 m,,,3031805,,,1978-10-01,2011-12-01,
CONQUEST,51.52,-107.25,571 m,,,4051720,,,1951-02-01,1964-06-01,
CONSORT AGDM,51.94,-110.71,772 m,XCS,71223,3011815,2002-12-09,+,2002-11-01,2021-03-01,
CONSORT CDA EPF,52.03,-110.8,770 m,,,3011820,,,1956-01-01,1975-11-01,
CONSORT WADES,51.85,-110.77,753 m,,,3011840,,,1953-11-01,1971-02-01,
CONSUL,49.3,-109.52,931 m,,,4031760,,,1921-12-01,1970-09-01,
CONSUL,49.3,-109.48,942 m,,,4031776,,,1951-01-01,1989-11-01,
CONTACT LAKE,55.43,-104.87,366 m,,,4061840,,,1954-03-01,1956-09-01,
CONTRACOSTA LAKE,51.77,-111.55,792 m,,,3011848,,,1983-06-01,2001-05-01,
CONTWOYTO LAKE,65.48,-110.37,451 m,,,2300850,1956-08-01,1981-12-31,1959-01-01,1981-12-01,
CONUMA RIVER HATCHERY,49.8,-126.42,12 m,,,1031844,,,1989-01-01,2018-10-01,
COOKING LAKE,53.43,-113.12,743 m,,,3011854,,,1985-11-01,1994-11-01,
COOKSHIRE,45.42,-71.63,213 m,,,7021918,,,1964-06-01,1980-10-01,
COOKSTOWN,44.21,-79.69,244 m,,,6111859,,,1972-06-01,2007-04-01,
COOKSVILLE,43.57,-79.55,91 m,,,6151860,,,1962-01-01,1965-09-01,
COOKVILLE,46.03,-64.33,37 m,,,8101153,,,1988-05-01,1988-09-01,
COOMBS,49.31,-124.43,98 m,,,1021850,,,1960-10-01,2010-07-01,
COOPER LAKE,49,-74.42,427 m,,,7091920,,,1951-09-01,1962-05-01,
COP UPPER (Canada Olympic Park),51.08,-114.22,1235 m,WDU,71235,3031875,1994-02-01,2021-02-15,1993-06-01,2021-02-01,Calgary (Olympic Park)
COPETOWN,43.25,-80.12,229 m,,,6151866,,,1970-10-01,1993-06-01,
COPPER CANYON,48.83,-123.83,177 m,,,1011860,,,1957-07-01,1959-09-01,
COPPER CLIFF,46.48,-81.05,274 m,,,6061870,,,1906-10-01,1968-05-01,
COPPER LAKE,45.38,-61.97,97 m,,,8201100,1953-01-01,1974-06-28,1945-09-01,1974-06-01,
COPPERMINE,67.83,-115.12,9 m,,,2300900,1953-01-01,1977-12-31,1930-10-01,1977-11-01,
COPTON LO,54.18,-119.4,1856 m,,,3071860,,,1960-07-01,2011-09-01,
COQUITLAM,49.27,-122.85,8 m,,,1101888,,,1901-06-01,1933-10-01,
COQUITLAM COMO LAKE AVE,49.27,-122.87,160 m,,,1101889,,,1972-12-01,2016-06-01,
COQUITLAM LAFARGE,49.28,-122.77,34 m,,,110188H,,,1994-07-01,1996-07-01,
COQUITLAM LAKE,49.37,-122.8,161 m,,,1101890,,,1924-01-01,1982-09-01,
COQUITLAM MUNDY PARK,49.25,-122.83,101 m,,,1101891,,,1988-08-01,1989-12-01,
COQUITLAM MUNDY PARK 2,49.26,-122.84,150 m,,,1101Q9A,,,1989-12-01,2003-01-01,
COQUITLAM MUNDY PARK 3,49.25,-122.84,144 m,,,1101QRJ,,,1992-02-01,2003-06-01,
COQUITLAM NORTH,49.27,-122.85,51 m,,,110A8R1,,,1991-03-01,1996-07-01,
CORAL HARBOUR A (Coral Harbour Airport),64.19,-83.36,62 m,YZS,71915,2301002,2015-05-05,+,2015-03-01,+,Coral Harbour
CORAL HARBOUR A (Coral Harbour Airport),64.19,-83.36,62 m,YZS,71915,2301000,1953-01-01,2015-05-07,1933-10-01,2015-05-01,Coral Harbour
CORAL HARBOUR A (Coral Harbour Airport),64.19,-83.36,62 m,YZS,,2301004,2016-01-13,+,2018-10-01,+,Coral Harbour
CORAL HARBOUR RCS,64.18,-83.35,57 m,NZS,71134,2301010,2014-09-26,+,2014-09-01,2021-03-01,
CORBIN,49.52,-114.65,1572 m,,,1151915,,,1977-06-01,1993-07-01,
CORDOVA BAY,48.53,-123.37,37 m,,,1011920,,,1951-12-01,1970-03-01,
CORDOVA BAY CLAREMOUNT,48.52,-123.37,80 m,,,101J9K0,,,1993-05-01,1995-05-01,
CORDOVA BAY SOUTH,48.52,-123.37,26 m,,,1011922,,,1972-03-01,1995-05-01,
CORMACK,49.32,-57.4,154 m,,,8401286,,,1980-12-01,2016-06-01,
CORMACK RCS,49.32,-57.39,166 m,ACM,71367,8401295,2012-10-17,+,2012-10-01,2021-03-01,
CORNER BROOK (Corner Brook),48.93,-57.92,152 m,WKB,71973,8401298,1994-02-01,+,1993-09-01,+,Corner Brook
,,,,,,,,,,,Marble Mountain
CORNER BROOK,48.95,-57.95,5 m,,,8401300,,,1933-04-01,+,Corner Brook
,,,,,,,,,,,Marble Mountain
CORNER BROOK AVALON TEL,48.95,-57.95,15 m,,,8401302,,,1960-06-01,1963-01-01,
CORNING,49.95,-102.97,675 m,,,4011843,,,1973-06-01,1973-09-01,
CORNWALL,45.03,-74.68,58 m,TCW,,6101875,2003-10-07,2007-06-14,2003-10-01,2007-06-01,
CORNWALL,45.02,-74.73,53 m,,,6101872,,,1867-01-01,1887-12-01,
CORNWALL,45.03,-74.7,59 m,,,6101873,,,1948-04-01,1950-05-01,
CORNWALL,45.02,-74.75,64 m,,,6101874,,,1950-11-01,2021-03-01,
CORNWALL,44.53,-64.57,,,,8201200,,,1950-02-01,1957-01-01,
CORNWALL COLLEGE,45.03,-74.72,55 m,,,6101880,,,1959-10-01,1963-08-01,
CORNWALL CUMBERLAND ST,45.05,-74.75,59 m,,,6101885,,,1960-05-01,1966-07-01,
CORNWALL ONT HYDRO,45.03,-74.8,76 m,,,6101901,,,1954-12-01,1995-03-01,
CORNWALL ST LHS,45.03,-74.72,53 m,,,6101909,,,1958-01-01,1963-11-01,
CORONACH,49.12,-105.52,773 m,,,4031844,,,1971-06-01,2018-04-01,
CORONACH,49.27,-105.6,831 m,,,4031845,,,1928-12-01,1959-12-01,
CORONACH SPC (Coronach),49.05,-105.48,756 m,WAQ,71516,40318MN,1995-12-06,+,1980-12-01,+,Coronach
CORONATION,52.12,-111.45,789 m,,,3011890,,,1912-04-01,1943-09-01,
CORONATION (AUT) (Coronation),52.08,-111.45,791 m,WCT,,3011885,1994-02-01,2003-12-16,1992-12-01,2003-11-01,Coronation
CORONATION A,52.07,-111.45,791 m,,,3011880,1953-01-01,1994-04-07,1944-05-01,1994-04-01,
CORONATION CLIMATE (Coronation),52.07,-111.45,791 m,WCT,71318,3011887,1999-09-13,+,1996-03-01,+,Coronation
COROSSOL,50.08,-66.38,46 m,WGA,,7041934,1994-02-01,1996-07-16,,,
CORTEREAL,48.9,-64.6,21 m,,,7051940,,,1956-09-01,1972-10-01,
CORTES ISL SUTIL POINT,50.02,-124.98,15 m,,,1021958,,,1973-07-01,1986-12-01,
CORTES ISLAND,50.08,-125.03,6 m,,,1021950,,,1947-03-01,1995-12-01,
CORTES ISLAND TIBER BAY,50.07,-124.95,15 m,,,1021960,,,1960-06-01,2019-02-01,
COTE,51.52,-101.78,450 m,,,4011846,,,1970-06-01,2006-03-01,
COTE ST LUC,45.45,-73.67,49 m,,,7021945,,,1960-09-01,1963-09-01,
COTE-STE-CATHERINE,45.42,-73.57,17 m,WCS,,702A9MD,1994-03-30,1995-12-10,,,
COTEAU DU LAC,45.32,-74.17,49 m,,,7011947,,,1966-07-01,2020-12-01,
COTTAM,42.12,-82.75,185 m,,,6131910,,,1882-06-01,1926-01-01,
COURTENAY GRANTHAM,49.76,-125,81 m,,,1021988,,,1960-01-01,2019-12-01,
COURTENAY MEADOWBROOK,49.72,-124.98,35 m,,,102JR88,,,1987-05-01,2010-09-01,
COURTENAY PUNTLEDGE,49.69,-125.03,40 m,,,1021989,,,1984-12-01,2021-03-01,
COURTENAY PUNTLEDGE BCHP,49.68,-125.03,24 m,,,1021990,,,1921-07-01,1964-03-01,
COURTENAY SANDWICK,49.7,-124.97,76 m,,,1021994,,,1989-02-01,1993-03-01,
COURTRIGHT,42.76,-82.45,186 m,,,61219J1,,,1969-08-01,1997-12-01,
COURVAL,50.17,-106.25,666 m,,,4021850,,,1959-09-01,1964-05-01,
COURVAL,50.18,-105.88,693 m,,,4021851,,,1971-09-01,1999-11-01,
COURVILLE,46.87,-71.17,76 m,,,7011950,,,1963-01-01,1964-06-01,
COURVILLE DE POISSY,46.88,-71.17,114 m,,,701A9E0,,,1974-09-01,1982-09-01,
COUTTS,49,-111.95,1036 m,,,3041908,,,1899-04-01,1973-08-01,
COUTTS EXP ST,49.03,-111.85,1057 m,,,3041910,,,1959-06-01,1963-02-01,
COVE ISLAND,45.33,-81.73,180 m,,,6121912,,,1965-06-01,1985-11-01,
COVE ISLAND (AUT),45.33,-81.73,181 m,WWX,71439,61219J2,1994-02-01,+,1994-12-01,2021-03-01,
COVEY HILL,45.01,-73.87,262 m,MCW,,7021950,2004-05-04,2007-06-14,,,
COW HEAD,49.91,-57.79,15 m,,,8401335,,,1982-12-01,2019-11-01,
COWAN,52.03,-100.65,366 m,,,5040FJ3,,,1984-06-01,2021-03-01,
COWICHAN,48.42,-123.7,52 m,,,1012008,,,1904-02-01,1925-08-01,
COWICHAN BAY CHERRY POINT,48.71,-123.56,1 m,,,1012010,,,1913-10-01,2001-03-01,
COWICHAN BAY SOUTHEAST,48.73,-123.6,94 m,,,1012018,,,1989-06-01,1994-02-01,
COWICHAN LAKE FORESTRY,48.82,-124.13,177 m,,,1012040,,,1949-04-01,2018-02-01,
COWICHAN LAKE HATCHERY,48.83,-124.12,152 m,,,1012046,,,1931-11-01,1948-08-01,
COWICHAN LAKE NITINAT,48.93,-124.48,189 m,,,1012052,,,1959-07-01,1962-09-01,
COWLEY,49.68,-114.12,1189 m,,,3031918,,,1961-03-01,1975-12-01,
COWLEY A,49.63,-114.08,1182 m,,,3031920,1953-01-01,1960-08-10,1939-02-01,1960-08-01,
COWLEY CREEBANK RANCH,49.57,-114.08,1171 m,,,3031924,,,1912-10-01,1941-05-01,
COWLEY OLIN CREEK,49.7,-114.07,1234 m,,,3031926,,,1961-07-01,2001-06-01,
COWLEY TANNER,49.65,-114.04,1259 m,,,3031927,,,2001-07-01,2008-07-01,
COWLEY TODD CREEK,49.77,-114.27,1980 m,,,3051928,,,1980-06-01,1982-02-01,
COWPAR LO,55.83,-110.38,563 m,,,3061930,,,1957-07-01,2011-09-01,
COX HILL,50.98,-114.95,1675 m,,,3051932,,,1998-04-01,2007-10-01,
CRAIGMYLE,51.77,-112.28,846 m,,,3021940,,,1954-01-01,2018-09-01,
CRAIGMYLE AGCM,51.78,-112.25,845 m,PCM,71013,3021912,2007-09-11,+,2007-08-01,2021-03-01,
CRANBERRY PORTAGE,54.62,-101.35,306 m,,,5050620,,,1957-10-01,1963-12-01,
CRANBERRY RIVER,55.5,-128.23,610 m,,,1072075,,,1973-08-01,1974-11-01,
CRANBOURNE,46.38,-70.7,,,,7021952,,,1875-07-01,1890-11-01,
CRANBROOK,49.5,-115.78,919 m,,,1152090,,,1901-01-01,1939-03-01,
CRANBROOK A (Cranbrook Airport),49.61,-115.78,940 m,YXC,71880,1152105,2012-11-08,+,2012-11-01,+,Cranbrook
CRANBROOK A,49.53,-115.77,918 m,,,1152100,,,1938-02-01,1968-02-01,
CRANBROOK A (Cranbrook Airport),49.61,-115.78,940 m,YXC,71880,1152102,1968-03-01,2012-11-08,1968-03-01,2012-11-01,Cranbrook
CRANBROOK A - HWOS CLIMATE,49.61,-115.78,918 m,,,1152101,,,2012-11-01,2014-09-01,
CRANBROOK AIRPORT AUTO,49.62,-115.79,927 m,VXC,71660,1152106,2013-11-13,+,2013-11-01,2021-03-01,
CRANBROOK CITY,49.51,-115.76,926 m,,,1152J02,,,1979-07-01,2003-03-01,
CRANBROOK MAYOOK,49.45,-115.52,854 m,,,1152103,,,1974-05-01,1986-06-01,
CRANBROOK MT BAKER,49.5,-115.73,1006 m,,,1152104,,,1972-08-01,1977-08-01,
CRANBROOK SE,49.48,-115.75,1082 m,,,1152109,,,1984-12-01,2002-11-01,
CRAWFORD BAY,49.68,-116.83,594 m,,,1142112,,,1907-07-01,1969-04-01,
CREE LAKE,57.35,-107.13,495 m,,,4061861,1969-12-12,1996-08-26,1969-12-01,1996-08-01,
CREE LAKE 2,57.38,-106.67,479 m,,,4061860,,,1962-05-01,1969-11-01,
CREELMAN,49.8,-103.25,625 m,,,4011880,,,1954-05-01,1968-06-01,
CREMONA,51.55,-114.48,1169 m,,,3021943,,,1980-07-01,1980-07-01,
CRESCENT LAKE,50.98,-102.42,505 m,,,4011888,,,1899-11-01,1917-01-01,
CRESCENT SPUR,53.6,-120.7,686 m,,,1092120,,,1994-08-01,2016-02-01,
CRESCENT VALLEY,49.45,-117.57,610 m,,,1142130,,,1939-03-01,1965-11-01,
CRESSY,44.1,-76.85,84 m,,,61519JM,,,1966-07-01,2002-03-01,
CRESTOMERE AGCM,52.73,-113.9,855 m,PCC,71380,3011892,2008-06-05,+,2008-06-01,2021-03-01,
CRESTON,49.1,-116.52,610 m,,,1142160,,,1912-06-01,2017-12-01,
CRESTON CAMPBELL SCIENTIFIC (Creston),49.08,-116.5,641 m,WJR,71770,114B1F0,1994-02-01,+,1993-05-01,+,Creston
CRESTON SOUTHEAST,49.07,-116.48,715 m,,,1142161,,,1990-07-01,1994-09-01,
CRESTON WPCC,49.1,-116.53,538 m,,,1142164,,,1980-08-01,2006-10-01,
CREWSONS CORNERS,43.62,-80.1,358 m,,,6151915,,,1957-09-01,1973-02-01,
CRISS CREEK,51.03,-120.73,1122 m,,,1162177,,,1988-10-01,2020-02-01,
CROFTON,48.82,-123.67,31 m,,,1012190,,,1921-01-01,1968-12-01,
CROKER RIVER,69.28,-119.22,69 m,WXR,71059,230J01Q,1994-02-01,+,1993-02-01,2021-03-01,
CROMARTY,43.42,-81.33,328 m,,,6141919,,,1970-05-01,1991-12-01,
CROOKED RIVER,52.85,-103.73,465 m,,,4071913,,,1973-06-01,1978-09-01,
CROSS CONSERVATION AREA,50.79,-114.21,1264 m,,,303S001,,,1996-07-01,1996-08-01,
CROSS LAKE,54.63,-113.91,655 m,,,3.06E+04,,,1973-06-01,2008-02-01,
CROSS LAKE A,54.62,-97.77,216 m,,,5060621,,,1987-11-01,2010-12-01,
CROSS LAKE JENPEG,54.54,-98.03,219 m,,,5060623,2017-11-23,2018-01-19,1972-05-01,2017-11-01,
CROSS LAKE JENPEG 2,54.54,-98.03,219 m,PJP,71106,5060622,2017-11-23,+,2017-11-01,+,
CROSS LAKE RS,54.67,-113.82,671 m,,,3061R50,,,1978-07-01,1986-08-01,
CROSSFIELD,51.42,-114.17,1128 m,,,3021950,,,1961-08-01,1981-10-01,
CROW LAKE,44.73,-76.6,174 m,,,6101920,,,1972-07-01,1991-07-01,
CROWE TOWER,59.27,-114,914 m,,,307JRN0,,,1984-05-01,1990-08-01,
CROWSNEST (Crowsnest),49.63,-114.48,1303 m,WRT,71236,3051R4R,1994-02-01,+,1993-06-01,+,Crowsnest
CROWSNEST CREEK,49.61,-114.68,1387 m,,,30519N0,,,1998-10-01,2007-11-01,
CROYDON,44.57,-77,,,,6151921,,,1895-09-01,1908-07-01,
CRYSTAL CITY,49.05,-98.97,465 m,,,5020625,,,1987-09-01,1996-10-01,
CRYSTAL FALLS,46.44,-79.91,235 m,,,6081930,,,2004-11-01,2006-02-01,
CRYSTAL FALLS,46.45,-79.87,227 m,,,6081928,,,1922-05-01,1988-01-01,
CUB HILLS,54.28,-104.55,716 m,,,4071918,,,1975-06-01,1977-08-01,
CUDWORTH,52.48,-105.73,572 m,,,4051920,,,1953-05-01,1954-04-01,
CULLODEN EASEY,42.89,-80.85,280 m,,,6141933,,,1974-06-01,2007-12-01,
CULTUS LAKE,49.08,-121.98,46 m,VCL,,1102221,2012-06-05,+,2018-05-01,2021-03-01,
CULTUS LAKE,49.08,-121.98,46 m,,,1102220,,,1931-11-01,1994-11-01,
